sample_id,latitude,longitude,easting,northing,rule_id,type,severity,message,action
filebc494d5a79.47,30.7926002,76.34019699,628225.0,3407385.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.48,30.7528368,76.38080574,632165.0,3403025.0,R01,Nitrogen Management,WARNING,⚠️ Low Organic Carbon detected.,Increase nitrogen dose by 25% over standard recommendation. Apply FYM (50-100 kg/acre) and green manures before sowing to improve soil health. OC detected: 0.352% (threshold: 0.40%)
filebc494d5a79.48,30.7528368,76.38080574,632165.0,3403025.0,R04,Phosphorus Management,INFO,✅ Very High Available Phosphorus.,Omit phosphatic fertilizer for 2-3 years. Retest soil before resuming application. Kharif crops after wheat with full P dose do not need additional phosphorus (R18). P detected: 20.2 kg/ha
filebc494d5a79.48,30.7528368,76.38080574,632165.0,3403025.0,R06,Potassium Management,WARNING,⚠️ Potassium Deficiency Detected.,"Apply Muriate of Potash (MOP) as per crop recommendation. Khamanon Block falls in Fatehgarh Sahib — verify with local soil testing lab. High-risk districts: Gurdaspur, Hoshiarpur, Nawanshahar, Jalandhar, Ropar. K₂O detected: 34.4 kg/ha (threshold: 55 kg/acre)"
filebc494d5a79.48,30.7528368,76.38080574,632165.0,3403025.0,R17,Organic Matter,INFO,ℹ️ Low Organic Matter — FYM Recommended.,Apply 50-100 kg/acre well-rotted Farmyard Manure (FYM) before sowing. Combine with chemical fertilizers for best soil health. Consider incorporating rice straw/crop residue to improve OC over seasons. OC detected: 0.352%
filebc494d5a79.48,30.7528368,76.38080574,632165.0,3403025.0,R20,Organic Matter,INFO,ℹ️ Retain Crop Residue.,"Incorporate paddy and wheat residue continuously in rice-wheat system. Improves soil OC, water retention, and reduces micronutrient deficiencies. Target: wheat yield 22.68 q/acre, system productivity 50.88 q/acre."
filebc494d5a79.48,30.7528368,76.38080574,632165.0,3403025.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.49,30.81575509,76.42769992,636565.0,3410055.0,R06,Potassium Management,WARNING,⚠️ Potassium Deficiency Detected.,"Apply Muriate of Potash (MOP) as per crop recommendation. Khamanon Block falls in Fatehgarh Sahib — verify with local soil testing lab. High-risk districts: Gurdaspur, Hoshiarpur, Nawanshahar, Jalandhar, Ropar. K₂O detected: 29.0 kg/ha (threshold: 55 kg/acre)"
filebc494d5a79.49,30.81575509,76.42769992,636565.0,3410055.0,R17,Organic Matter,INFO,ℹ️ Low Organic Matter — FYM Recommended.,Apply 50-100 kg/acre well-rotted Farmyard Manure (FYM) before sowing. Combine with chemical fertilizers for best soil health. Consider incorporating rice straw/crop residue to improve OC over seasons. OC detected: 0.412%
filebc494d5a79.49,30.81575509,76.42769992,636565.0,3410055.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.50,30.8698762,76.32704636,626865.0,3415935.0,R01,Nitrogen Management,WARNING,⚠️ Low Organic Carbon detected.,Increase nitrogen dose by 25% over standard recommendation. Apply FYM (50-100 kg/acre) and green manures before sowing to improve soil health. OC detected: 0.128% (threshold: 0.40%)
filebc494d5a79.50,30.8698762,76.32704636,626865.0,3415935.0,R06,Potassium Management,WARNING,⚠️ Potassium Deficiency Detected.,"Apply Muriate of Potash (MOP) as per crop recommendation. Khamanon Block falls in Fatehgarh Sahib — verify with local soil testing lab. High-risk districts: Gurdaspur, Hoshiarpur, Nawanshahar, Jalandhar, Ropar. K₂O detected: 27.7 kg/ha (threshold: 55 kg/acre)"
filebc494d5a79.50,30.8698762,76.32704636,626865.0,3415935.0,R11b,Soil pH,WARNING,⚠️ High pH — Approaching Sodic Range.,"pH is approaching problematic alkalinity. Monitor soil regularly. Apply organic manures to buffer pH. Watch for micronutrient deficiencies (Zn, Fe, Mn). pH detected: 8.51"
filebc494d5a79.50,30.8698762,76.32704636,626865.0,3415935.0,R17,Organic Matter,INFO,ℹ️ Low Organic Matter — FYM Recommended.,Apply 50-100 kg/acre well-rotted Farmyard Manure (FYM) before sowing. Combine with chemical fertilizers for best soil health. Consider incorporating rice straw/crop residue to improve OC over seasons. OC detected: 0.128%
filebc494d5a79.50,30.8698762,76.32704636,626865.0,3415935.0,R20,Organic Matter,INFO,ℹ️ Retain Crop Residue.,"Incorporate paddy and wheat residue continuously in rice-wheat system. Improves soil OC, water retention, and reduces micronutrient deficiencies. Target: wheat yield 22.68 q/acre, system productivity 50.88 q/acre."
filebc494d5a79.50,30.8698762,76.32704636,626865.0,3415935.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.51,30.78276615,76.35751196,629895.0,3406315.0,R11b,Soil pH,WARNING,⚠️ High pH — Approaching Sodic Range.,"pH is approaching problematic alkalinity. Monitor soil regularly. Apply organic manures to buffer pH. Watch for micronutrient deficiencies (Zn, Fe, Mn). pH detected: 8.57"
filebc494d5a79.51,30.78276615,76.35751196,629895.0,3406315.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.51,30.78276615,76.35751196,629895.0,3406315.0,BD01,Soil Structure,WARNING,⚠️ High Bulk Density — Soil Compaction.,Bulk density above 260 g/L indicates compaction from heavy machinery or tillage pan. Practice deep tillage (sub-soiling) once every 3-4 years. Add organic matter to improve soil structure. Bulk density: 265.4 g/L
filebc494d5a79.52,30.80150345,76.36885432,630955.0,3408405.0,R05,Phosphorus Management,INFO,✅ No phosphorus application required.,"Both OC and available P are above threshold. Omit phosphatic fertilizer for this season. OC: 0.682%, P: 12.1 kg/ha"
filebc494d5a79.52,30.80150345,76.36885432,630955.0,3408405.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.53,30.72179428,76.3295041,627295.0,3399525.0,R01,Nitrogen Management,WARNING,⚠️ Low Organic Carbon detected.,Increase nitrogen dose by 25% over standard recommendation. Apply FYM (50-100 kg/acre) and green manures before sowing to improve soil health. OC detected: 0.338% (threshold: 0.40%)
filebc494d5a79.53,30.72179428,76.3295041,627295.0,3399525.0,R06,Potassium Management,WARNING,⚠️ Potassium Deficiency Detected.,"Apply Muriate of Potash (MOP) as per crop recommendation. Khamanon Block falls in Fatehgarh Sahib — verify with local soil testing lab. High-risk districts: Gurdaspur, Hoshiarpur, Nawanshahar, Jalandhar, Ropar. K₂O detected: 43.2 kg/ha (threshold: 55 kg/acre)"
filebc494d5a79.53,30.72179428,76.3295041,627295.0,3399525.0,R17,Organic Matter,INFO,ℹ️ Low Organic Matter — FYM Recommended.,Apply 50-100 kg/acre well-rotted Farmyard Manure (FYM) before sowing. Combine with chemical fertilizers for best soil health. Consider incorporating rice straw/crop residue to improve OC over seasons. OC detected: 0.338%
filebc494d5a79.53,30.72179428,76.3295041,627295.0,3399525.0,R20,Organic Matter,INFO,ℹ️ Retain Crop Residue.,"Incorporate paddy and wheat residue continuously in rice-wheat system. Improves soil OC, water retention, and reduces micronutrient deficiencies. Target: wheat yield 22.68 q/acre, system productivity 50.88 q/acre."
filebc494d5a79.53,30.72179428,76.3295041,627295.0,3399525.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.54,30.78654818,76.30552227,624915.0,3406675.0,R01,Nitrogen Management,WARNING,⚠️ Low Organic Carbon detected.,Increase nitrogen dose by 25% over standard recommendation. Apply FYM (50-100 kg/acre) and green manures before sowing to improve soil health. OC detected: 0.338% (threshold: 0.40%)
filebc494d5a79.54,30.78654818,76.30552227,624915.0,3406675.0,R04,Phosphorus Management,INFO,✅ Very High Available Phosphorus.,Omit phosphatic fertilizer for 2-3 years. Retest soil before resuming application. Kharif crops after wheat with full P dose do not need additional phosphorus (R18). P detected: 33.8 kg/ha
filebc494d5a79.54,30.78654818,76.30552227,624915.0,3406675.0,R17,Organic Matter,INFO,ℹ️ Low Organic Matter — FYM Recommended.,Apply 50-100 kg/acre well-rotted Farmyard Manure (FYM) before sowing. Combine with chemical fertilizers for best soil health. Consider incorporating rice straw/crop residue to improve OC over seasons. OC detected: 0.338%
filebc494d5a79.54,30.78654818,76.30552227,624915.0,3406675.0,R20,Organic Matter,INFO,ℹ️ Retain Crop Residue.,"Incorporate paddy and wheat residue continuously in rice-wheat system. Improves soil OC, water retention, and reduces micronutrient deficiencies. Target: wheat yield 22.68 q/acre, system productivity 50.88 q/acre."
filebc494d5a79.54,30.78654818,76.30552227,624915.0,3406675.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.55,30.77202236,76.32329807,626635.0,3405085.0,R11b,Soil pH,WARNING,⚠️ High pH — Approaching Sodic Range.,"pH is approaching problematic alkalinity. Monitor soil regularly. Apply organic manures to buffer pH. Watch for micronutrient deficiencies (Zn, Fe, Mn). pH detected: 8.62"
filebc494d5a79.55,30.77202236,76.32329807,626635.0,3405085.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.56,30.78623625,76.33613759,627845.0,3406675.0,R01,Nitrogen Management,WARNING,⚠️ Low Organic Carbon detected.,Increase nitrogen dose by 25% over standard recommendation. Apply FYM (50-100 kg/acre) and green manures before sowing to improve soil health. OC detected: 0.352% (threshold: 0.40%)
filebc494d5a79.56,30.78623625,76.33613759,627845.0,3406675.0,R04,Phosphorus Management,INFO,✅ Very High Available Phosphorus.,Omit phosphatic fertilizer for 2-3 years. Retest soil before resuming application. Kharif crops after wheat with full P dose do not need additional phosphorus (R18). P detected: 45.9 kg/ha
filebc494d5a79.56,30.78623625,76.33613759,627845.0,3406675.0,R06,Potassium Management,WARNING,⚠️ Potassium Deficiency Detected.,"Apply Muriate of Potash (MOP) as per crop recommendation. Khamanon Block falls in Fatehgarh Sahib — verify with local soil testing lab. High-risk districts: Gurdaspur, Hoshiarpur, Nawanshahar, Jalandhar, Ropar. K₂O detected: 18.9 kg/ha (threshold: 55 kg/acre)"
filebc494d5a79.56,30.78623625,76.33613759,627845.0,3406675.0,R17,Organic Matter,INFO,ℹ️ Low Organic Matter — FYM Recommended.,Apply 50-100 kg/acre well-rotted Farmyard Manure (FYM) before sowing. Combine with chemical fertilizers for best soil health. Consider incorporating rice straw/crop residue to improve OC over seasons. OC detected: 0.352%
filebc494d5a79.56,30.78623625,76.33613759,627845.0,3406675.0,R20,Organic Matter,INFO,ℹ️ Retain Crop Residue.,"Incorporate paddy and wheat residue continuously in rice-wheat system. Improves soil OC, water retention, and reduces micronutrient deficiencies. Target: wheat yield 22.68 q/acre, system productivity 50.88 q/acre."
filebc494d5a79.56,30.78623625,76.33613759,627845.0,3406675.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.57,30.83953841,76.37253079,631255.0,3412625.0,R01,Nitrogen Management,WARNING,⚠️ Low Organic Carbon detected.,Increase nitrogen dose by 25% over standard recommendation. Apply FYM (50-100 kg/acre) and green manures before sowing to improve soil health. OC detected: 0.375% (threshold: 0.40%)
filebc494d5a79.57,30.83953841,76.37253079,631255.0,3412625.0,R04,Phosphorus Management,INFO,✅ Very High Available Phosphorus.,Omit phosphatic fertilizer for 2-3 years. Retest soil before resuming application. Kharif crops after wheat with full P dose do not need additional phosphorus (R18). P detected: 44.6 kg/ha
filebc494d5a79.57,30.83953841,76.37253079,631255.0,3412625.0,R06,Potassium Management,WARNING,⚠️ Potassium Deficiency Detected.,"Apply Muriate of Potash (MOP) as per crop recommendation. Khamanon Block falls in Fatehgarh Sahib — verify with local soil testing lab. High-risk districts: Gurdaspur, Hoshiarpur, Nawanshahar, Jalandhar, Ropar. K₂O detected: 42.5 kg/ha (threshold: 55 kg/acre)"
filebc494d5a79.57,30.83953841,76.37253079,631255.0,3412625.0,R11b,Soil pH,WARNING,⚠️ High pH — Approaching Sodic Range.,"pH is approaching problematic alkalinity. Monitor soil regularly. Apply organic manures to buffer pH. Watch for micronutrient deficiencies (Zn, Fe, Mn). pH detected: 8.57"
filebc494d5a79.57,30.83953841,76.37253079,631255.0,3412625.0,R17,Organic Matter,INFO,ℹ️ Low Organic Matter — FYM Recommended.,Apply 50-100 kg/acre well-rotted Farmyard Manure (FYM) before sowing. Combine with chemical fertilizers for best soil health. Consider incorporating rice straw/crop residue to improve OC over seasons. OC detected: 0.375%
filebc494d5a79.57,30.83953841,76.37253079,631255.0,3412625.0,R20,Organic Matter,INFO,ℹ️ Retain Crop Residue.,"Incorporate paddy and wheat residue continuously in rice-wheat system. Improves soil OC, water retention, and reduces micronutrient deficiencies. Target: wheat yield 22.68 q/acre, system productivity 50.88 q/acre."
filebc494d5a79.57,30.83953841,76.37253079,631255.0,3412625.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.58,30.77779785,76.37520607,631595.0,3405785.0,R04,Phosphorus Management,INFO,✅ Very High Available Phosphorus.,Omit phosphatic fertilizer for 2-3 years. Retest soil before resuming application. Kharif crops after wheat with full P dose do not need additional phosphorus (R18). P detected: 78.4 kg/ha
filebc494d5a79.58,30.77779785,76.37520607,631595.0,3405785.0,R11b,Soil pH,WARNING,⚠️ High pH — Approaching Sodic Range.,"pH is approaching problematic alkalinity. Monitor soil regularly. Apply organic manures to buffer pH. Watch for micronutrient deficiencies (Zn, Fe, Mn). pH detected: 8.57"
filebc494d5a79.58,30.77779785,76.37520607,631595.0,3405785.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.58,30.77779785,76.37520607,631595.0,3405785.0,R16b,Calcareous Soil,WARNING,⚠️ High Calcium Carbonate.,Apply organic manures at 8 t/acre FYM or green manure or wheat straw at 2.5 t/acre per year. High CaCO3 fixes phosphorus and micronutrients — watch for Zn and Fe deficiency. CaCO3 detected: 4.25%
filebc494d5a79.59,30.81698842,76.35485701,629595.0,3410105.0,R01,Nitrogen Management,WARNING,⚠️ Low Organic Carbon detected.,Increase nitrogen dose by 25% over standard recommendation. Apply FYM (50-100 kg/acre) and green manures before sowing to improve soil health. OC detected: 0.263% (threshold: 0.40%)
filebc494d5a79.59,30.81698842,76.35485701,629595.0,3410105.0,R06,Potassium Management,WARNING,⚠️ Potassium Deficiency Detected.,"Apply Muriate of Potash (MOP) as per crop recommendation. Khamanon Block falls in Fatehgarh Sahib — verify with local soil testing lab. High-risk districts: Gurdaspur, Hoshiarpur, Nawanshahar, Jalandhar, Ropar. K₂O detected: 37.8 kg/ha (threshold: 55 kg/acre)"
filebc494d5a79.59,30.81698842,76.35485701,629595.0,3410105.0,R11b,Soil pH,WARNING,⚠️ High pH — Approaching Sodic Range.,"pH is approaching problematic alkalinity. Monitor soil regularly. Apply organic manures to buffer pH. Watch for micronutrient deficiencies (Zn, Fe, Mn). pH detected: 8.80"
filebc494d5a79.59,30.81698842,76.35485701,629595.0,3410105.0,R17,Organic Matter,INFO,ℹ️ Low Organic Matter — FYM Recommended.,Apply 50-100 kg/acre well-rotted Farmyard Manure (FYM) before sowing. Combine with chemical fertilizers for best soil health. Consider incorporating rice straw/crop residue to improve OC over seasons. OC detected: 0.263%
filebc494d5a79.59,30.81698842,76.35485701,629595.0,3410105.0,R20,Organic Matter,INFO,ℹ️ Retain Crop Residue.,"Incorporate paddy and wheat residue continuously in rice-wheat system. Improves soil OC, water retention, and reduces micronutrient deficiencies. Target: wheat yield 22.68 q/acre, system productivity 50.88 q/acre."
filebc494d5a79.59,30.81698842,76.35485701,629595.0,3410105.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.60,30.80414538,76.40024825,633955.0,3408735.0,R01,Nitrogen Management,WARNING,⚠️ Low Organic Carbon detected.,Increase nitrogen dose by 25% over standard recommendation. Apply FYM (50-100 kg/acre) and green manures before sowing to improve soil health. OC detected: 0.165% (threshold: 0.40%)
filebc494d5a79.60,30.80414538,76.40024825,633955.0,3408735.0,R17,Organic Matter,INFO,ℹ️ Low Organic Matter — FYM Recommended.,Apply 50-100 kg/acre well-rotted Farmyard Manure (FYM) before sowing. Combine with chemical fertilizers for best soil health. Consider incorporating rice straw/crop residue to improve OC over seasons. OC detected: 0.165%
filebc494d5a79.60,30.80414538,76.40024825,633955.0,3408735.0,R20,Organic Matter,INFO,ℹ️ Retain Crop Residue.,"Incorporate paddy and wheat residue continuously in rice-wheat system. Improves soil OC, water retention, and reduces micronutrient deficiencies. Target: wheat yield 22.68 q/acre, system productivity 50.88 q/acre."
filebc494d5a79.60,30.80414538,76.40024825,633955.0,3408735.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.61,30.77569473,76.36075637,630215.0,3405535.0,R01,Nitrogen Management,WARNING,⚠️ Low Organic Carbon detected.,Increase nitrogen dose by 25% over standard recommendation. Apply FYM (50-100 kg/acre) and green manures before sowing to improve soil health. OC detected: 0.390% (threshold: 0.40%)
filebc494d5a79.61,30.77569473,76.36075637,630215.0,3405535.0,R06,Potassium Management,WARNING,⚠️ Potassium Deficiency Detected.,"Apply Muriate of Potash (MOP) as per crop recommendation. Khamanon Block falls in Fatehgarh Sahib — verify with local soil testing lab. High-risk districts: Gurdaspur, Hoshiarpur, Nawanshahar, Jalandhar, Ropar. K₂O detected: 49.9 kg/ha (threshold: 55 kg/acre)"
filebc494d5a79.61,30.77569473,76.36075637,630215.0,3405535.0,R17,Organic Matter,INFO,ℹ️ Low Organic Matter — FYM Recommended.,Apply 50-100 kg/acre well-rotted Farmyard Manure (FYM) before sowing. Combine with chemical fertilizers for best soil health. Consider incorporating rice straw/crop residue to improve OC over seasons. OC detected: 0.390%
filebc494d5a79.61,30.77569473,76.36075637,630215.0,3405535.0,R20,Organic Matter,INFO,ℹ️ Retain Crop Residue.,"Incorporate paddy and wheat residue continuously in rice-wheat system. Improves soil OC, water retention, and reduces micronutrient deficiencies. Target: wheat yield 22.68 q/acre, system productivity 50.88 q/acre."
filebc494d5a79.61,30.77569473,76.36075637,630215.0,3405535.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.61,30.77569473,76.36075637,630215.0,3405535.0,BD01,Soil Structure,WARNING,⚠️ High Bulk Density — Soil Compaction.,Bulk density above 260 g/L indicates compaction from heavy machinery or tillage pan. Practice deep tillage (sub-soiling) once every 3-4 years. Add organic matter to improve soil structure. Bulk density: 282.7 g/L
filebc494d5a79.62,30.78339895,76.33129135,627385.0,3406355.0,R01,Nitrogen Management,WARNING,⚠️ Low Organic Carbon detected.,Increase nitrogen dose by 25% over standard recommendation. Apply FYM (50-100 kg/acre) and green manures before sowing to improve soil health. OC detected: 0.315% (threshold: 0.40%)
filebc494d5a79.62,30.78339895,76.33129135,627385.0,3406355.0,R04,Phosphorus Management,INFO,✅ Very High Available Phosphorus.,Omit phosphatic fertilizer for 2-3 years. Retest soil before resuming application. Kharif crops after wheat with full P dose do not need additional phosphorus (R18). P detected: 73.0 kg/ha
filebc494d5a79.62,30.78339895,76.33129135,627385.0,3406355.0,R17,Organic Matter,INFO,ℹ️ Low Organic Matter — FYM Recommended.,Apply 50-100 kg/acre well-rotted Farmyard Manure (FYM) before sowing. Combine with chemical fertilizers for best soil health. Consider incorporating rice straw/crop residue to improve OC over seasons. OC detected: 0.315%
filebc494d5a79.62,30.78339895,76.33129135,627385.0,3406355.0,R20,Organic Matter,INFO,ℹ️ Retain Crop Residue.,"Incorporate paddy and wheat residue continuously in rice-wheat system. Improves soil OC, water retention, and reduces micronutrient deficiencies. Target: wheat yield 22.68 q/acre, system productivity 50.88 q/acre."
filebc494d5a79.62,30.78339895,76.33129135,627385.0,3406355.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.63,30.73205796,76.34040279,628325.0,3400675.0,R17,Organic Matter,INFO,ℹ️ Low Organic Matter — FYM Recommended.,Apply 50-100 kg/acre well-rotted Farmyard Manure (FYM) before sowing. Combine with chemical fertilizers for best soil health. Consider incorporating rice straw/crop residue to improve OC over seasons. OC detected: 0.465%
filebc494d5a79.63,30.73205796,76.34040279,628325.0,3400675.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.64,30.7763543,76.39211316,633215.0,3405645.0,R05,Phosphorus Management,INFO,✅ No phosphorus application required.,"Both OC and available P are above threshold. Omit phosphatic fertilizer for this season. OC: 0.675%, P: 19.7 kg/ha"
filebc494d5a79.64,30.7763543,76.39211316,633215.0,3405645.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.65,30.72371971,76.32650188,627005.0,3399735.0,R11b,Soil pH,WARNING,⚠️ High pH — Approaching Sodic Range.,"pH is approaching problematic alkalinity. Monitor soil regularly. Apply organic manures to buffer pH. Watch for micronutrient deficiencies (Zn, Fe, Mn). pH detected: 8.54"
filebc494d5a79.65,30.72371971,76.32650188,627005.0,3399735.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.66,30.83404417,76.31066064,625345.0,3411945.0,R01,Nitrogen Management,WARNING,⚠️ Low Organic Carbon detected.,Increase nitrogen dose by 25% over standard recommendation. Apply FYM (50-100 kg/acre) and green manures before sowing to improve soil health. OC detected: 0.360% (threshold: 0.40%)
filebc494d5a79.66,30.83404417,76.31066064,625345.0,3411945.0,R06,Potassium Management,WARNING,⚠️ Potassium Deficiency Detected.,"Apply Muriate of Potash (MOP) as per crop recommendation. Khamanon Block falls in Fatehgarh Sahib — verify with local soil testing lab. High-risk districts: Gurdaspur, Hoshiarpur, Nawanshahar, Jalandhar, Ropar. K₂O detected: 22.9 kg/ha (threshold: 55 kg/acre)"
filebc494d5a79.66,30.83404417,76.31066064,625345.0,3411945.0,R17,Organic Matter,INFO,ℹ️ Low Organic Matter — FYM Recommended.,Apply 50-100 kg/acre well-rotted Farmyard Manure (FYM) before sowing. Combine with chemical fertilizers for best soil health. Consider incorporating rice straw/crop residue to improve OC over seasons. OC detected: 0.360%
filebc494d5a79.66,30.83404417,76.31066064,625345.0,3411945.0,R20,Organic Matter,INFO,ℹ️ Retain Crop Residue.,"Incorporate paddy and wheat residue continuously in rice-wheat system. Improves soil OC, water retention, and reduces micronutrient deficiencies. Target: wheat yield 22.68 q/acre, system productivity 50.88 q/acre."
filebc494d5a79.66,30.83404417,76.31066064,625345.0,3411945.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.67,30.72689788,76.29772008,624245.0,3400055.0,R01,Nitrogen Management,WARNING,⚠️ Low Organic Carbon detected.,Increase nitrogen dose by 25% over standard recommendation. Apply FYM (50-100 kg/acre) and green manures before sowing to improve soil health. OC detected: 0.240% (threshold: 0.40%)
filebc494d5a79.67,30.72689788,76.29772008,624245.0,3400055.0,R06,Potassium Management,WARNING,⚠️ Potassium Deficiency Detected.,"Apply Muriate of Potash (MOP) as per crop recommendation. Khamanon Block falls in Fatehgarh Sahib — verify with local soil testing lab. High-risk districts: Gurdaspur, Hoshiarpur, Nawanshahar, Jalandhar, Ropar. K₂O detected: 48.6 kg/ha (threshold: 55 kg/acre)"
filebc494d5a79.67,30.72689788,76.29772008,624245.0,3400055.0,R11b,Soil pH,WARNING,⚠️ High pH — Approaching Sodic Range.,"pH is approaching problematic alkalinity. Monitor soil regularly. Apply organic manures to buffer pH. Watch for micronutrient deficiencies (Zn, Fe, Mn). pH detected: 8.60"
filebc494d5a79.67,30.72689788,76.29772008,624245.0,3400055.0,R17,Organic Matter,INFO,ℹ️ Low Organic Matter — FYM Recommended.,Apply 50-100 kg/acre well-rotted Farmyard Manure (FYM) before sowing. Combine with chemical fertilizers for best soil health. Consider incorporating rice straw/crop residue to improve OC over seasons. OC detected: 0.240%
filebc494d5a79.67,30.72689788,76.29772008,624245.0,3400055.0,R20,Organic Matter,INFO,ℹ️ Retain Crop Residue.,"Incorporate paddy and wheat residue continuously in rice-wheat system. Improves soil OC, water retention, and reduces micronutrient deficiencies. Target: wheat yield 22.68 q/acre, system productivity 50.88 q/acre."
filebc494d5a79.67,30.72689788,76.29772008,624245.0,3400055.0,R14,Crop Stress,WARNING,⚠️ Crop Stress Detected via Satellite.,"Probable causes: moisture deficit, nutrient deficiency, or pest pressure. Check field conditions. Consider irrigation and supplementary soil testing. NDVI: 0.246 (threshold: 0.35)"
filebc494d5a79.68,30.79181482,76.36359609,630465.0,3407325.0,R01,Nitrogen Management,WARNING,⚠️ Low Organic Carbon detected.,Increase nitrogen dose by 25% over standard recommendation. Apply FYM (50-100 kg/acre) and green manures before sowing to improve soil health. OC detected: 0.255% (threshold: 0.40%)
